Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set
GO_Biological_Process_2023,Negative Regulation Of Fibrinolysis (GO:0051918),2/11,0.000766557415655506,0.0333026610579225,0,0,59.8048048048048,429.0158049324039,SERPINE1;PLAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Fibrinolysis (GO:0042730),2/12,0.0009176063110616548,0.0341699112023911,0,0,53.82162162162162,376.4145417994182,SERPINE1;PLAT,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Strand Elongation (GO:0022616),2/12,0.0009176063110616548,0.0341699112023911,0,0,53.82162162162162,376.4145417994182,MCM3;MCM4,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Strand Elongation Involved In DNA Replication (GO:0006271),2/12,0.0009176063110616548,0.0341699112023911,0,0,53.82162162162162,376.4145417994182,MCM3;MCM4,GO_Biological_Process_2023
Reactome_2022,Nicotinate Metabolism R-HSA-196807,2/31,0.0061701395269362,0.0344894978685151,0,0,18.54147250698975,94.33963932823616,NT5E;NAMPT,Reactome_2022
GO_Cellular_Component_2023,Endosome Lumen (GO:0031904),2/25,0.0040397406896228,0.034493170503703,0,0,23.38542890716804,128.890540062766,PDLIM4;CTSB,GO_Cellular_Component_2023
KEGG_2021_Human,Pathways in cancer,7/531,0.004026015445372,0.035026334374737,0,0,3.755946454253789,20.713962497694368,RET;ITGB1;GNG2;ITGA2;PRKCA;LAMC1;GNG12,KEGG_2021_Human
Reactome_2022,Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926,2/32,0.0065653773433593,0.035668695697024,0,0,17.922522522522524,90.07761774364816,GNG2;GNG12,Reactome_2022
Reactome_2022,G-protein Beta:Gamma Signaling R-HSA-397795,2/32,0.0065653773433593,0.035668695697024,0,0,17.922522522522524,90.07761774364816,GNG2;GNG12,Reactome_2022
Reactome_2022,Muscle Contraction R-HSA-397014,4/196,0.0066265237418783,0.035668695697024,0,0,5.7094907407407405,28.642659089440727,ANXA2;ASPH;ITGA1;PRKCA,Reactome_2022
KEGG_2021_Human,Small cell lung cancer,3/92,0.0051965122210212,0.0361677250583079,0,0,9.15884254271202,48.17338330691096,ITGB1;ITGA2;LAMC1,KEGG_2021_Human
KEGG_2021_Human,Hypertrophic cardiomyopathy,3/90,0.0048877107355078,0.0361677250583079,0,0,9.370335380255078,49.85984726288349,ITGB1;ITGA2;ITGA1,KEGG_2021_Human
KEGG_2021_Human,Morphine addiction,3/91,0.0050406794648644,0.0361677250583079,0,0,9.263387297633871,49.005304796242974,GNG2;PRKCA;GNG12,KEGG_2021_Human
KEGG_2021_Human,GABAergic synapse,3/89,0.0047375909147309,0.0361677250583079,0,0,9.479770627588405,50.7378797405052,GNG2;PRKCA;GNG12,KEGG_2021_Human
KEGG_2021_Human,Gap junction,3/88,0.0045903045941137,0.0361677250583079,0,0,9.591780821917808,51.64031492460266,TUBB6;CDK1;PRKCA,KEGG_2021_Human
Reactome_2022,Signal Amplification R-HSA-392518,2/33,0.0069718528828387,0.0366232271917795,0,0,17.3435047951177,86.12566391346115,GNG2;GNG12,Reactome_2022
Reactome_2022,Glucagon-type Ligand Receptors R-HSA-420092,2/33,0.0069718528828387,0.0366232271917795,0,0,17.3435047951177,86.12566391346115,GNG2;GNG12,Reactome_2022
KEGG_2021_Human,Dilated cardiomyopathy,3/96,0.0058487757270354,0.0387900473866827,0,0,8.763146266018559,45.055917352368986,ITGB1;ITGA2;ITGA1,KEGG_2021_Human
KEGG_2021_Human,Circadian entrainment,3/97,0.0060191452841404,0.0387900473866827,0,0,8.669484115418246,44.32542515921813,GNG2;PRKCA;GNG12,KEGG_2021_Human
GO_Cellular_Component_2023,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),11/1195,0.0053111092118696,0.0389872395647615,0,0,2.6785343035343034,14.030041007935134,TOP2A;CNN2;MDC1;ANXA2;RDH10;MVP;ARHGDIB;MCM3;ACSL3;PDLIM4;DHRS3,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Cell-Cell Junction (GO:0005911),5/299,0.0056197822796052,0.0389872395647615,0,0,4.702021653731915,24.363348196429392,CNN2;ANXA2;PXN;PDLIM5;PDLIM4,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Ficolin-1-Rich Granule (GO:0101002),4/184,0.0053142579001429,0.0389872395647615,0,0,6.093827160493827,31.91557819931007,MVP;COTL1;PYGL;CTSB,GO_Cellular_Component_2023
Reactome_2022,Signaling By Interleukins R-HSA-449147,6/453,0.0075157698671513,0.0390104245485473,0,0,3.7348034515819752,18.265996766808748,ITGB1;CNN2;ANXA2;PRKCA;SQSTM1;ICAM1,Reactome_2022
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,4/193,0.0062802483928122,0.0390272578696187,0,0,5.800999412110524,29.41307269341757,GNG2;HLA-A;GNG12;ICAM1,KEGG_2021_Human
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,3/100,0.00654799848395,0.0392879909037004,0,0,8.400084733794662,42.24063124042488,SERPINE1;PRKCA;ICAM1,KEGG_2021_Human
Reactome_2022,Inwardly Rectifying K+ Channels R-HSA-1296065,2/35,0.0078181624425661,0.0396362654064979,0,0,16.290745290745292,79.03138603697384,GNG2;GNG12,Reactome_2022
Reactome_2022,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,2/35,0.0078181624425661,0.0396362654064979,0,0,16.290745290745292,79.03138603697384,CNN2;ANXA2,Reactome_2022
Reactome_2022,Assembly Of Pre-Replicative Complex R-HSA-68867,3/110,0.0085067932291341,0.0426317453781895,0,0,7.611189348354884,36.28170415287701,MCM3;MCM4;MCM6,Reactome_2022
Reactome_2022,Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122,2/37,0.0087083637744971,0.043145984155463,0,0,15.358301158301158,72.85166170930836,GNG2;GNG12,Reactome_2022
KEGG_2021_Human,Starch and sucrose metabolism,2/36,0.0082578203549345,0.0453196475365705,0,0,15.81081081081081,75.83804984876704,GBE1;PYGL,KEGG_2021_Human
KEGG_2021_Human,Glutamatergic synapse,3/114,0.0093764788006697,0.0453196475365705,0,0,7.335431321732692,34.253170523185986,GNG2;PRKCA;GNG12,KEGG_2021_Human
KEGG_2021_Human,Serotonergic synapse,3/113,0.0091543758685033,0.0453196475365705,0,0,7.402490660024907,34.74376222074018,GNG2;PRKCA;GNG12,KEGG_2021_Human
KEGG_2021_Human,"Alanine, aspartate and glutamate metabolism",2/37,0.0087083637744971,0.0453196475365705,0,0,15.358301158301158,72.85166170930836,PPAT;ASL,KEGG_2021_Human
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,2/35,0.0078181624425661,0.0453196475365705,0,0,16.290745290745292,79.03138603697384,NT5E;NAMPT,KEGG_2021_Human
KEGG_2021_Human,African trypanosomiasis,2/37,0.0087083637744971,0.0453196475365705,0,0,15.358301158301158,72.85166170930836,PRKCA;ICAM1,KEGG_2021_Human
KEGG_2021_Human,Cholinergic synapse,3/113,0.0091543758685033,0.0453196475365705,0,0,7.402490660024907,34.74376222074018,GNG2;PRKCA;GNG12,KEGG_2021_Human
KEGG_2021_Human,"Glycine, serine and threonine metabolism",2/40,0.010124441272591,0.0476122373359684,0,0,14.143669985775247,64.95908782672102,CBS;PSAT1,KEGG_2021_Human
GO_Biological_Process_2023,Negative Regulation Of Protein Processing (GO:0010955),2/15,0.0014490874335407,0.0492689727403863,0,0,41.3950103950104,270.59178470578604,SERPINE1;PLAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Secretion (GO:0051047),2/15,0.0014490874335407,0.0492689727403863,0,0,41.3950103950104,270.59178470578604,FLNB;ACSL3,GO_Biological_Process_2023
Reactome_2022,RET Signaling R-HSA-8853659,2/40,0.010124441272591,0.0495983864589851,0,0,14.143669985775247,64.95908782672102,RET;PRKCA,Reactome_2022
GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),3/60,0.0015444019507672,0.0496879868887369,0,0,14.323720259552992,92.71913903712208,SERPINB1;SERPINE1;CTSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Fibrinolysis (GO:0051917),2/16,0.0016520302546127,0.0496879868887369,0,0,38.43629343629344,246.21329783070567,SERPINE1;PLAT,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),2/16,0.0016520302546127,0.0496879868887369,0,0,38.43629343629344,246.21329783070567,SERPINE1;PLAT,GO_Biological_Process_2023
