Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set
Reactome_2022,Post-translational Protein Modification R-HSA-597592,20/1383,0.0020096757512119,0.0303851671961959,0,0,2.206276208029872,13.70049403595188,CTSA;TOP2A;APP;MDC1;DNMT1;PLAUR;HLA-A;LAMC1;SUMF2;NFKB2;YY1;TUBB6;MTA1;VGF;GLB1;UBE2T;SCG2;SQSTM1;ARF5;CHGB,Reactome_2022
Reactome_2022,Diseases Of Metabolism R-HSA-5668914,7/247,0.0020290595790448,0.0303851671961959,0,0,4.207077205882353,26.084647960822146,CTSA;CYP26B1;GLB1;HEXB;GBE1;FDXR;GNS,Reactome_2022
KEGG_2021_Human,Fluid shear stress and atherosclerosis,5/139,0.0032557313539891,0.031162000102468,0,0,5.332846636383301,30.54301701381377,NQO1;PLAT;ITGAV;SQSTM1;ICAM1,KEGG_2021_Human
GO_Cellular_Component_2023,Lytic Vacuole (GO:0000323),6/223,0.0054127728067202,0.0314742715057438,0,0,3.963806384338525,20.68708088018636,CTSA;LAMP1;NPC2;PSAP;OCIAD2;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Cell-Cell Junction (GO:0005911),7/299,0.0057844728302345,0.0324343655123863,0,0,3.448705680902498,17.76972519060761,SDCBP;ANXA2;PXN;PDLIM5;PDLIM4;S100A11;EPHA2,GO_Cellular_Component_2023
Reactome_2022,Regulation Of Insulin Secretion R-HSA-422356,4/77,0.0022637676779565,0.0330730936364877,0,0,7.798955356262935,47.50129033181741,GNG2;PRKCA;ACSL3;GNG12,Reactome_2022
GO_Cellular_Component_2023,Chromosome (GO:0005694),5/164,0.0065359789990665,0.0353844380294294,0,0,4.488651900464862,22.579863249544477,TOP2A;MDC1;PBRM1;NCAPG;NCAPD2,GO_Cellular_Component_2023
GO_Biological_Process_2023,Positive Regulation Of Chromosome Condensation (GO:1905821),2/7,0.0010412997163339,0.0354886200620824,0,0,56.3177304964539,386.749940724219,NCAPG;SMC4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Chromosome Segregation (GO:0051983),3/28,0.0010285118163485,0.0354886200620824,0,0,16.998857142857144,116.94605767197572,NCAPG;NCAPD2;SMC4,GO_Biological_Process_2023
GO_Biological_Process_2023,Central Nervous System Development (GO:0007417),8/283,0.0009970914371178273,0.0354886200620824,0,0,4.219690235690235,29.16087861907452,APP;DCX;FLNB;NRCAM;TAGLN3;MSI2;NES;DCLK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),5/106,0.0009896221198722255,0.0354886200620824,0,0,7.087100014349261,49.02988591408185,SMARCC1;PBRM1;RRM1;CPSF3;FHL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Chromosome Condensation (GO:0060623),2/7,0.0010412997163339,0.0354886200620824,0,0,56.3177304964539,386.749940724219,NCAPG;SMC4,GO_Biological_Process_2023
Reactome_2022,Mucopolysaccharidoses R-HSA-2206281,2/11,0.0026764943724873,0.035989107199673,0,0,31.28132387706856,185.2870206580236,GLB1;GNS,Reactome_2022
Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,7/260,0.0027036891886231,0.035989107199673,0,0,3.988258544524529,23.58312344237773,YY1;CYP26B1;GNG2;CRABP2;RDH10;GNG12;DHRS3,Reactome_2022
Reactome_2022,Cell Cycle R-HSA-1640170,12/654,0.0026103574731892,0.035989107199673,0,0,2.7416708282799456,16.30819313984933,DHFR;TOP2A;MDC1;TUBB6;MCM3;NCAPG;MCM4;PRKCA;NCAPD2;HSPA2;TYMS;SMC4,Reactome_2022
Reactome_2022,Unwinding Of DNA R-HSA-176974,2/11,0.0026764943724873,0.035989107199673,0,0,31.28132387706856,185.2870206580236,MCM3;MCM4,Reactome_2022
KEGG_2021_Human,Cell adhesion molecules,5/148,0.0042531613794,0.0388584289663372,0,0,4.994932603628256,27.27279513892626,ITGB1;NRCAM;ITGAV;HLA-A;ICAM1,KEGG_2021_Human
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,10/496,0.003045595569942,0.0396589510085934,0,0,2.9968439617562423,17.363890151237413,ITGB1;VGF;ITGA3;ITGA2;PXDN;PRKCA;PLAT;ITGAV;PTPN12;LAMC1,Reactome_2022
Reactome_2022,Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,3/42,0.0033506078698334,0.0405054433041202,0,0,10.88901098901099,62.05226497924563,GNG2;PRKCA;GNG12,Reactome_2022
Reactome_2022,Hyaluronan Uptake And Degradation R-HSA-2160916,2/12,0.0031967748170144,0.0405054433041202,0,0,28.15177304964539,161.74918890273116,HEXB;CD44,Reactome_2022
Reactome_2022,Cell Junction Organization R-HSA-446728,4/86,0.0033810887566043,0.0405054433041202,0,0,6.939814002456571,39.484470834161066,ITGB1;FBLIM1;PXDN;FLNC,Reactome_2022
Reactome_2022,Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,3/42,0.0033506078698334,0.0405054433041202,0,0,10.88901098901099,62.05226497924563,GNG2;PRKCA;GNG12,Reactome_2022
KEGG_2021_Human,Sphingolipid metabolism,3/49,0.0051853577910148,0.0420509054464591,0,0,9.228726708074534,48.56078873624042,SGPL1;GLB1;PSAP,KEGG_2021_Human
KEGG_2021_Human,Hematopoietic cell lineage,4/99,0.0055818042511373,0.0420509054464591,0,0,5.986217341915941,31.057951491877848,ITGA3;ITGA2;ITGA1;CD44,KEGG_2021_Human
KEGG_2021_Human,Cysteine and methionine metabolism,3/50,0.0054878045288024,0.0420509054464591,0,0,9.03191489361702,47.013167330286905,DNMT1;CBS;PSAT1,KEGG_2021_Human
KEGG_2021_Human,MAPK signaling pathway,7/294,0.0052865447776249,0.0420509054464591,0,0,3.509684361549498,18.39983756771788,FLNB;PRKCA;FLNC;HSPA2;GNG12;EPHA2;NFKB2,KEGG_2021_Human
KEGG_2021_Human,Human cytomegalovirus infection,6/225,0.0056486290898228,0.0420509054464591,0,0,3.9272072792720727,20.328569562061148,GNG2;PXN;PRKCA;ITGAV;HLA-A;GNG12,KEGG_2021_Human
Reactome_2022,Smooth Muscle Contraction R-HSA-445355,3/43,0.0035832287206006,0.0420853726203886,0,0,10.61625,59.78531641106525,ANXA2;ITGA1;PXDN,Reactome_2022
GO_Biological_Process_2023,Glucan Metabolic Process (GO:0044042),2/8,0.0013818940005246,0.0449204443143542,0,0,46.9290780141844,308.9951404123348,GBE1;PYGL,GO_Biological_Process_2023
GO_Biological_Process_2023,Leukocyte Cell-Cell Adhesion (GO:0007159),3/31,0.0013892920921965,0.0449204443143542,0,0,15.175255102040817,99.83741068861237,ITGB1;NT5E;ICAM1,GO_Biological_Process_2023
GO_Cellular_Component_2023,Filopodium (GO:0030175),3/60,0.0090979236080314,0.0460765808535788,0,0,7.443609022556391,34.982796810318966,ITGB1;ITGA3;ITGAV,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Condensed Chromosome (GO:0000793),3/60,0.0090979236080314,0.0460765808535788,0,0,7.443609022556391,34.982796810318966,NCAPG;NCAPD2;SMC4,GO_Cellular_Component_2023
Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,5/147,0.0041327725471077,0.0476063606868758,0,0,5.030363339457032,27.610692395077766,DHFR;TOP2A;MCM3;MCM4;TYMS,Reactome_2022
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",10/523,0.0044211587395386,0.0491737368589112,0,0,2.8351580706151345,15.37039401289389,DHFR;TOP2A;TUBB6;MCM3;NCAPG;MCM4;PRKCA;NCAPD2;TYMS;SMC4,Reactome_2022
Reactome_2022,Metabolism Of Carbohydrates R-HSA-71387,7/285,0.0044723702742466,0.0491737368589112,0,0,3.624973550571308,19.610515125138228,GLB1;HEXB;GBE1;PRKCA;PYGL;GNS;CD44,Reactome_2022
Reactome_2022,Signal Transduction R-HSA-162582,29/2465,0.0045151177416362,0.0491737368589112,0,0,1.819235588972431,9.824461639290812,ITGB1;APP;CRABP2;ARPC1B;SERPINE1;PLAT;MSI2;LAMC1;YY1;AKAP12;CYP26B1;GNG2;MTA1;RDH10;MYO6;ARHGDIB;ITGAV;ITGA3;ITGA2;PRKCA;PTPN12;GNG12;DHRS3;GAL;VGF;PXDN;TAX1BP3;SQSTM1;EPHA2,Reactome_2022
Reactome_2022,G Alpha (Z) Signaling Events R-HSA-418597,3/47,0.0046112484151703,0.0493238892979827,0,0,9.649188311688311,51.90546041920095,GNG2;PRKCA;GNG12,Reactome_2022
